"last_name, first_name","player_id","year","k_percent","bb_percent","batting_avg","isolated_power","exit_velocity_avg","launch_angle_avg","hard_hit_percent","whiff_percent","swing_percent","pull_percent","opposite_percent","groundballs_percent","flyballs_percent"
"Andrus, Elvis","462101","2023",17.5,6.2,".251","0.107","87.5","5.5",31,20.1,45,38.9,23.5,55.9,19.9
"Santana, Carlos","467793","2023",16.8,10.5,".240","0.189","88.8","12.8",36.4,22.1,45.3,47.1,20.7,43.3,24.2
"Belt, Brandon","474832","2023",34.9,15.1,".254","0.236","88.7","19.8",40,32.5,41,41,27,31,39
"Gurriel Jr., Yuli","493329","2023",13.4,7.9,".245","0.114","88.6","16.5",34.9,16,46.8,39.5,26,40.7,24.4
"Rojas, Miguel","500743","2023",11.3,6.1,".236","0.086","87.3","11",32,16.5,49.6,33.4,30.5,46.2,20.9
"Escobar, Eduardo","500871","2023",25.2,5.8,".226","0.118","86.3","14.4",30.6,28.3,50.6,44.1,24.4,43.7,27.2
"Pham, Tommy","502054","2023",22,9.8,".256","0.190","92.3","5.7",49.1,23.6,40.5,37.4,22.4,48.5,21.5
"Martinez, J.D.","502110","2023",31.1,7.1,".271","0.301","93.4","16.9",55.1,34.4,53,37.7,24.7,35.6,37
"Goldschmidt, Paul","502671","2023",23.4,12.7,".268","0.179","91.3","12.8",50.8,27.5,44,31.5,32.4,41.4,26.9
"Altuve, Jose","514888","2023",17.3,10.7,".311","0.211","86","11.4",31.4,18.7,45.1,45.2,16.6,49.3,21.7
"Segura, Jean","516416","2023",14.4,6.7,".219","0.060","88","2.9",38.8,19.2,50.5,29.8,26.7,59.2,15.7
"Marte, Starling","516782","2023",20.2,4.7,".248","0.076","88.2","6.3",39.5,27.8,53.8,35.9,28.6,53.2,24.6
"d'Arnaud, Travis","518595","2023",22.9,7.2,".225","0.172","90.7","10.3",42.8,28.6,52,38.8,27.4,42.3,24.9
"Freeman, Freddie","518692","2023",16.6,9.9,".331","0.236","90","15.2",42.2,20.4,51,35.3,28.2,35.9,29.6
"Grandal, Yasmani","518735","2023",21.2,8.9,".234","0.105","87.9","10.8",34.4,24.9,44.7,36.2,26.2,45.2,25.4
"Heyward, Jason","518792","2023",17,9,".269","0.204","87.7","15.4",37.4,20.7,47,45.4,20.1,41.8,21.6
"LeMahieu, DJ","518934","2023",22.2,10.7,".243","0.147","89.6","3.8",43,19.7,39.2,31.8,27.5,55.6,17.4
"Moustakas, Mike","519058","2023",24.6,6,".247","0.145","89","18",37.9,27.3,53.2,39.6,26.4,34.3,29.1
"Rizzo, Anthony","519203","2023",23,8.3,".244","0.134","90","17.8",37.5,25,48.4,41.5,20.2,33.9,30.7
"Stanton, Giancarlo","519317","2023",29.9,9.9,".191","0.229","93.3","12.5",48.4,34.1,42.5,39.9,22.2,42.7,26.2
"Perez, Salvador","521692","2023",23.3,3.3,".255","0.167","90.1","15.6",44,30.2,60.2,39.7,24.1,36,30.2
"Flores, Wilmer","527038","2023",13.9,9,".284","0.225","86.4","22",32.5,15.8,44.9,44.9,26.1,31.9,29.9
"Bethancourt, Christian","542194","2023",27.4,3.9,".225","0.156","88.6","11.3",40.8,36.6,59.6,46.9,18,49.6,24.6
"Ozuna, Marcell","542303","2023",22.6,9.6,".274","0.284","91.8","15.6",49,26.7,48.4,42.5,26.6,39.9,32.4
"Berti, Jon","542932","2023",18.2,6.8,".294","0.111","85.4","2.4",31.3,19.9,45.5,26.3,35.1,54.1,19.9
"Crawford, Brandon","543063","2023",25.3,8.8,".194","0.120","89.8","14",43,29.6,52.2,38.6,23.2,43,31.4
"Cron, C.J.","543068","2023",23.4,6.1,".248","0.186","87.7","12.8",40,28.3,47.6,41,24.1,43.1,25.6
"Gomes, Yan","543228","2023",19.3,5,".267","0.141","87.4","15.1",36.4,24.2,52.5,30.5,31.2,37,28.9
"Grossman, Robbie","543257","2023",23.3,13.6,".238","0.156","88.2","20.2",37.3,20.1,38.1,39.5,22.8,32.3,35.4
"Hicks, Aaron","543305","2023",22.1,13.5,".253","0.130","85.3","12.6",29.4,25.6,40.3,43.8,23.9,47.8,23.4
"Higashioka, Kyle","543309","2023",28.5,5.4,".236","0.177","90.1","15.5",48.3,28.6,49.5,50,18,40.1,27.3
"Semien, Marcus","543760","2023",14.6,9.6,".276","0.202","88.4","19.1",37,18,47.1,46.9,20.2,34,35.4
"Springer III, George","543807","2023",18.3,8.8,".258","0.147","88.3","12",39.9,22.3,49.3,37.5,24.4,44.8,25.9
"Vázquez, Christian","543877","2023",23.1,7,".223","0.095","86.7","10",32.8,26.2,48.7,30.8,27.5,42.9,23.5
"Wong, Kolten","543939","2023",21.2,7.2,".183","0.080","85.6","14",27,21.7,47.9,45.4,24.1,46,29.9
"Vargas, Ildemaro","545121","2023",7,6.6,".252","0.111","87.1","4.1",31.3,12.6,45.9,41.5,19.1,57.3,16.7
"Grichuk, Randal","545341","2023",20.4,6.2,".267","0.192","89.6","14",45.3,26.7,50.1,44.7,23.8,40.9,24.4
"Trout, Mike","545361","2023",28.7,12.4,".263","0.227","91.9","19.3",51.9,29.3,44.4,43.7,26.2,33.5,32
"Harper, Bryce","547180","2023",21.8,14.7,".293","0.206","91.8","9.1",46.8,33.5,51.4,36.5,25.7,45.3,22.8
"Abreu, José","547989","2023",21.9,7.1,".237","0.146","89","10.8",41.6,26.4,50.1,32.7,27.9,45,21.9
"Díaz, Elias","553869","2023",22.4,6.5,".267","0.142","88.1","12.7",38.4,28.4,54.8,40.3,21.5,46.5,19.9
"Suárez, Eugenio","553993","2023",30.8,10.1,".232","0.159","90.3","18.9",43,32.8,44.5,46.3,21,34.2,34.4
"Arenado, Nolan","571448","2023",16.5,6.7,".266","0.193","88.8","16.9",38.1,20.2,48.5,46.9,21,38.8,25.7
"Farmer, Kyle","571657","2023",23.3,6.2,".256","0.152","86.4","13.2",32.9,23.2,47.7,37.3,23.4,42.5,25
"Hernández, Enrique","571771","2023",19.1,6.7,".237","0.120","87.8","17",33.7,23.6,46.7,35,26.7,37.4,28.1
"Muncy, Max","571970","2023",26.4,14.7,".212","0.263","91.2","21.7",46.6,29.6,39.3,51.3,17.9,33.4,38.5
"Taylor, Michael A.","572191","2023",33.5,6.7,".220","0.222","88.1","13.4",38,34.1,49,37.1,22.3,45,28.8
"Walker, Christian","572233","2023",19.2,9.4,".258","0.239","88","15.8",40.4,26.4,48.6,40.6,24.4,38.7,32.6
"Yastrzemski, Mike","573262","2023",26,11.8,".233","0.212","90","19.6",44,23.6,41.2,41.9,20.1,32.9,32.5
"Contreras, Willson","575929","2023",22.4,10.3,".264","0.203","91.3","10.1",46.9,29,48.5,35.6,25.3,48.1,23.1
"Bryant, Kris","592178","2023",20.3,8.7,".233","0.134","85.7","14.4",31.5,25,45.9,44.4,16.8,37.9,31.9
"Canha, Mark","592192","2023",15.6,9.7,".262","0.138","87.9","13.1",36.7,18.3,41.6,42.5,21.5,43.9,25.4
"Castellanos, Nick","592206","2023",27.6,5.4,".272","0.204","88.9","14.4",43.2,35.4,56.2,46.5,22.8,41.8,28.9
"Drury, Brandon","592273","2023",26,4.8,".262","0.235","89.9","11.8",46.3,30.2,51.6,39.3,25.1,42.7,26.3
"Judge, Aaron","592450","2023",28.4,19.2,".267","0.346","97.6","20.4",64.2,36.6,41.3,44.2,20.8,30.4,40.8
"Machado, Manny","592518","2023",18.1,8.3,".258","0.204","91","15",45.9,23.9,49.3,35.5,25.2,40.2,28.9
"Pederson, Joc","592626","2023",20.9,13.4,".235","0.181","92.1","15.2",52.2,24.6,45.2,45.6,22.4,40.1,30.1
"Realmuto, J.T.","592663","2023",25.6,6.5,".252","0.200","89.8","16.7",43.3,26.2,50.5,42.1,25.3,37.6,28.9
"Renfroe, Hunter","592669","2023",22.8,8,".233","0.183","88.3","15",39.1,26.4,50.8,48.7,18.1,42.8,25.3
"Rosario, Eddie","592696","2023",23.6,6.6,".255","0.195","88.6","14.5",35.4,29.8,57.4,42.3,18.7,39.8,28.4
"Yelich, Christian","592885","2023",22.2,12.3,".278","0.169","91.7","3.5",50.1,26.8,45,35,30.9,57.4,17.3
"Merrifield, Whit","593160","2023",17.1,6.1,".272","0.110","85.1","14.4",24.3,19.5,51.1,31.4,28.1,40.5,25.7
"Bogaerts, Xander","593428","2023",16.5,8.4,".285","0.155","87.6","7.9",34.6,20.4,42.6,36.6,28.9,49.8,22.6
"Polanco, Jorge","593871","2023",25.7,10.5,".255","0.199","88.4","21.6",40.6,24.9,46.4,41.9,21.7,29,39.2
"Duvall, Adam","594807","2023",31.2,6.2,".247","0.284","88.8","28.9",39.1,31,48.3,58.1,16.3,20.9,40
"Kiermaier, Kevin","595281","2023",21.1,7.1,".265","0.154","86.7","5.6",33.2,30.6,49.6,38.4,21.5,55.7,18.7
"Profar, Jurickson","595777","2023",17.3,9.6,".242","0.126","86.5","14.8",31.8,20,47.2,41.2,21.9,40.1,24.1
"Báez, Javier","595879","2023",22.9,4.4,".222","0.103","88","9.4",39.7,32.7,54.8,37.4,24.5,50.5,23.5
"Lindor, Francisco","596019","2023",19.9,9.6,".254","0.216","91.2","19.2",43.9,22.8,48,44.7,19.9,34.1,31.4
"Vogelbach, Daniel","596129","2023",25.4,13.2,".233","0.171","91.7","14.5",50,21.6,36,39.7,24.2,43.3,26.8
"Sánchez, Gary","596142","2023",25.1,7.9,".217","0.275","90.1","16.5",44.6,27.6,41.8,44,17.1,41.1,33.1
"Kepler, Max","596146","2023",21.6,9.2,".260","0.224","91.9","14.7",47.9,19.8,47.5,43.2,21.1,37.5,31
"Candelario, Jeimer","600869","2023",22,9.2,".251","0.220","88.3","14.1",36.4,24.2,47.4,42.9,22.5,39.8,28
"Urías, Ramón","602104","2023",25.5,6.8,".264","0.111","89.2","7.9",38.1,28.7,49.1,38.1,24.2,52.7,20.4
"Anderson, Brian","605119","2023",29.9,10,".226","0.142","87.6","9.9",37.1,33.3,48.9,27.7,28.6,47.9,22.5
"Bell, Josh","605137","2023",21.7,10.2,".247","0.172","90.1","9.3",43,25.8,47.7,43.5,24.8,48.8,26
"Betts, Mookie","605141","2023",15.4,13.9,".307","0.272","92.4","20.6",48.5,16.7,38.1,45.4,19.3,27.6,35.7
"Davis, J.D.","605204","2023",27.8,9.5,".248","0.164","91.1","7.8",45.2,34,53.1,38.9,27.5,53.3,20.4
"Castro, Harold","605612","2023",24.4,3.3,".252","0.062","86.2","10",28.7,28.6,56.3,32.8,29.2,46.7,24.1
"Arcia, Orlando","606115","2023",19.1,7.3,".264","0.156","88.2","5.4",41.1,24.3,46.2,39.8,24.7,53.5,20.8
"Hernández, Teoscar","606192","2023",31.1,5.6,".258","0.177","91.3","12.3",49.4,35.8,53.6,36.6,25.9,42.8,26.8
"Marte, Ketel","606466","2023",16.8,10.9,".276","0.209","91.1","10.7",42.8,20.5,45.5,42.2,20.2,45.8,25.2
"Haase, Eric","606992","2023",27.6,5.8,".201","0.080","87.1","13.4",35.9,32.6,54,38.5,24.1,43.1,22.6
"Nimmo, Brandon","607043","2023",21.4,10.9,".274","0.192","91.8","12.2",47.9,22,42.4,31,31.9,41.2,26.4
"Peterson, Jace","607054","2023",23.5,10.9,".211","0.096","85.7","14.4",28.1,25,42.2,35.3,28.1,43.2,29.1
"Turner, Trea","607208","2023",21.7,6.5,".266","0.193","89.9","13",42.2,29.6,53.1,35.9,23.5,40.2,30.6
"Stallings, Jacob","607732","2023",24.3,9.8,".191","0.095","89.7","9.1",40.2,22.8,40.9,34.1,29.6,48,27.4
"Ramírez, José","608070","2023",10.6,10.6,".282","0.193","90","18",40.4,15.6,46.6,49.6,19.9,34.9,28.5
"Bregman, Alex","608324","2023",12,12.7,".262","0.179","88.6","17.6",38.2,14.1,38.7,40.8,22.2,35.4,31.1
"Gallo, Joey","608336","2023",42.8,14.5,".177","0.263","93","26.4",52.9,44.3,47.1,57.9,20.7,29.3,41.4
"Seager, Corey","608369","2023",16.4,9.1,".327","0.296","93.3","13",53.2,25,55.1,39,24.1,40.3,29.4
"Jankowski, Travis","608671","2023",14.6,12.2,".263","0.069","85.4","8.1",25.5,14.8,38.2,30.8,29.8,51.9,18.8
"Meneses, Joey","608841","2023",19.8,5.8,".275","0.126","89.4","9.4",41.7,23.6,47.6,39.5,27.5,48.1,19.2
"Swanson, Dansby","621020","2023",24.1,10.3,".244","0.172","89.3","13",39.7,28.7,47.3,42.9,20.1,44.1,25.2
"Newman, Kevin","621028","2023",13.4,6.7,".253","0.111","86.5","12",29.3,14.8,46.6,38.4,25.8,44.9,22.7
"Taylor, Chris","621035","2023",32.6,10.7,".237","0.183","86.2","21.5",37.4,35.8,47.6,45.8,26.6,31.8,39.7
"Correa, Carlos","621043","2023",22.6,10.2,".230","0.169","90.4","10.6",45.9,25.1,43.6,35.5,27.2,46.4,21.5
"Buxton, Byron","621439","2023",31.4,10.1,".207","0.231","91.5","20.1",45.7,30.6,50,49.2,17.1,31.7,32.2
"Ward, Taylor","621493","2023",19.6,9.5,".253","0.168","90.7","14.3",43.9,21.1,44.3,37.6,25.2,41.1,32.3
"Wisdom, Patrick","621550","2023",36.8,9.9,".205","0.295","92.7","21.7",54.7,33.8,46.7,44.7,16.4,32.1,39.6
"Wendle, Joey","621563","2023",21.1,4.1,".212","0.094","89.2","3.8",39.4,25,47.7,29.2,31.4,55.9,19.9
"Olson, Matt","621566","2023",23.2,14.4,".283","0.321","93.7","16.1",55.5,28.4,46.8,36,23.8,38.7,34.4
"Margot, Manuel","622534","2023",16.4,5.4,".264","0.112","87.9","10.5",37.8,24.4,50.5,39,27.4,47.1,20.8
"Mateo, Jorge","622761","2023",23.4,6.3,".217","0.123","88.4","10.4",38.5,28.1,50.3,38.1,25,45.9,25
"Ramírez, Harold","623912","2023",18.2,5.1,".313","0.147","89.1","6.1",40.7,28.1,56.5,32.1,28.4,55.4,19.3
"Santander, Anthony","623993","2023",23.2,8.4,".257","0.215","90.6","20.2",46,23.5,49,46,21,35,32.5
"Alonso, Pete","624413","2023",22.9,9.9,".217","0.287","89.5","18.2",40.1,26.2,43.7,43.7,23.5,36.3,35.4
"Biggio, Cavan","624415","2023",26,11.8,".235","0.135","88.4","15.7",33,23.8,39.7,41.4,22.7,38.9,30.5
"Conforto, Michael","624424","2023",22.6,11.3,".239","0.145","88.9","11.9",39.8,24.9,45.3,31.6,25,44.7,27.3
"Frazier, Adam","624428","2023",14.9,7,".240","0.156","85.7","15.2",23.4,19.2,48.3,36.3,26.6,37.4,25.1
"Soler, Jorge","624585","2023",24.3,11.4,".250","0.262","91.3","17.8",48,27.6,44.1,46.6,17.7,36.2,31.6
"Sosa, Edmundo","624641","2023",24.7,2.7,".251","0.176","86.8","13.8",32.2,28.7,59.5,47.1,19.7,42.8,23.6
"Ibáñez, Andy","628451","2023",18,6.3,".264","0.169","89.1","12.9",42.9,22.6,51.8,34.9,25.6,44.3,26.6
"Cronenworth, Jake","630105","2023",18.6,8.8,".229","0.149","87.4","15.2",33.2,16,47.6,35.4,27.2,37.6,29.2
"Anderson, Tim","641313","2023",23.3,5,".245","0.051","87.8","2",39.4,25.3,53.5,29.5,27.6,61.4,10.7
"Bauers, Jake","641343","2023",34.9,9.9,".202","0.211","89.1","13.8",48.7,33.3,45.8,41.3,23.3,37.3,32.7
"Bellinger, Cody","641355","2023",15.6,7.2,".307","0.218","87.9","17.2",31.4,20.1,49.9,43.2,21.2,35.8,29.2
"Crawford, J.P.","641487","2023",19.6,14.7,".266","0.172","88.3","15.1",36.2,18.6,38.6,43.2,22.7,39.6,23.7
"Fraley, Jake","641584","2023",18.7,9.7,".256","0.187","84.6","16.5",30.8,24.1,52,45.1,20.7,38.3,27.4
"Garver, Mitch","641598","2023",23.8,12.8,".270","0.230","90","20.5",42.1,23.7,39.6,47.7,17.3,29.9,33.2
"Hampson, Garrett","641658","2023",26.6,9.1,".276","0.104","86.6","11.8",28.3,26.3,43.3,35.2,30.8,45.3,22.6
"Heim, Jonah","641680","2023",19.2,8,".258","0.180","89.2","17.3",38.5,22.5,52,45.3,21.7,36.3,29.9
"Mancini III, Trey","641820","2023",29.7,8,".234","0.102","88.9","12.3",40.6,32.7,49.5,35.6,26.9,47.5,21.3
"McMahon, Ryan","641857","2023",31.6,10.8,".240","0.191","90.8","9.7",44.2,32.3,47.4,33.9,27.5,44.2,28.1
"O'Neill, Tyler","641933","2023",25.2,10.5,".231","0.172","89.2","15",43.3,27.8,44.9,35.7,22.2,43.3,29.8
"Palacios, Joshua","641943","2023",21.2,4.5,".239","0.174","91.3","7.7",45.4,26.7,52,41.2,19.6,47.9,25.3
"Smith, Dominic","642086","2023",15.5,8,".254","0.112","86.3","12.8",30.8,19.9,49,36.1,25.3,42.7,25.8
"Tellez, Rowdy","642133","2023",24.5,10,".215","0.161","89.9","15.2",40.4,21.9,38.5,35.7,23.5,37.8,30.4
"Thaiss, Matt","642136","2023",27,11.7,".214","0.126","88.5","9.2",40.7,34.2,46,37.9,26.9,42.9,27.5
"Siri, Jose","642350","2023",35.7,5.5,".222","0.272","88.4","14.4",37.7,40.3,53,45.8,20.3,40.6,34.4
"Rosario, Amed","642708","2023",18.2,5.3,".263","0.115","88.3","7.6",39.4,23.1,53.4,30.4,29,48.1,18.1
"Adames, Willy","642715","2023",25.9,11.1,".217","0.190","87.4","18.2",36.5,31,50,45.2,18.5,36.3,31.5
"Estrada, Thairo","642731","2023",22.6,4.2,".271","0.145","85.9","10.8",33.7,21.5,51.7,44.3,22.8,45.4,22.3
"Benintendi, Andrew","643217","2023",14.3,8.4,".262","0.094","86.6","14.5",27,19.3,49,29.8,28.9,39.6,26.6
"Cooper, Garrett","643265","2023",28.9,6.8,".251","0.168","89","13.3",41.1,30.7,52.4,34.9,25,42.8,25.3
"Dubón, Mauricio","643289","2023",14.2,3.9,".278","0.133","87","9.5",29.5,17.7,58.6,31.3,30,45.5,22.5
"Jansen, Danny","643376","2023",20.6,7.6,".228","0.246","88.3","19.7",37.4,22.9,46.8,51.5,19.9,34,35.9
"Kemp, Tony","643393","2023",9.5,10.5,".209","0.095","86.7","10",20.4,14.5,46,44.1,16.7,48.6,25.2
"Kiner-Falefa, Isiah","643396","2023",19.4,7.8,".242","0.098","88.8","7.2",39.2,19.6,44.9,32.3,26.5,50.4,20
"McNeil, Jeff","643446","2023",10,6,".270","0.108","86","14.4",27.4,13.5,53,37.5,27.2,42.2,22.1
"Tauchman, Mike","643565","2023",21.4,14,".252","0.125","88.4","8.1",40,24.5,41.8,32.9,30.6,47.1,19.6
"Albies, Ozzie","645277","2023",16.2,7,".280","0.233","88.7","16.6",39,20.6,54.6,51.7,16.7,36.8,33.8
"Ford, Mike","645801","2023",32.3,9.6,".228","0.247","88.8","21",44.6,30.4,42.7,43.9,19.4,31.7,35.3
"Devers, Rafael","646240","2023",19.2,9.5,".271","0.229","93.1","12.4",55.1,26.1,52.6,35.9,24.3,42.7,28.4
"Naylor, Josh","647304","2023",13.7,6.7,".308","0.181","89.1","12.3",41.2,19.8,56.5,39.4,26.9,43.2,25.6
"Díaz, Aledmys","649557","2023",19.2,4.9,".229","0.108","87.8","11.3",33.5,22.3,52.8,40.2,22.8,47.2,18.1
"Arraez, Luis","650333","2023",5.5,5.7,".354","0.115","88.3","11.5",25.7,7.9,51,26.8,32,42.8,24.1
"Jiménez, Eloy","650391","2023",19,6.1,".272","0.169","90.9","5.7",46.8,29.7,52,36.4,23.6,53.2,19.7
"Torres, Gleyber","650402","2023",14.6,10,".273","0.180","89.7","15.1",40.3,21.8,46.8,33.9,26.6,38.9,30.6
"Castro, Willi","650489","2023",24.2,8.3,".257","0.154","86.5","15.1",31.8,27.9,51.6,38.6,26.5,41.7,26.1
"Díaz, Yandy","650490","2023",15.7,10.8,".330","0.192","93.4","5.7",54,18.4,42.6,27.7,27.9,52.2,20.8
"De La Cruz, Bryan","650559","2023",22.7,6.4,".257","0.154","89.9","11.8",42.5,28.7,50.1,34.4,26.7,40.7,24.9
"Rengifo, Luis","650859","2023",18.4,9.2,".264","0.180","89.1","11",36.9,24.5,50.1,39.2,24.1,46.8,28.2
"Monasterio, Andruw","655316","2023",21,8.9,".259","0.089","88.8","17.7",33.5,21.7,42.1,33.9,27.5,33.5,27.5
"Chapman, Matt","656305","2023",28.4,10.7,".240","0.184","93.4","18.5",56.4,31.1,43.3,36.7,25.4,35,30.6
"Fairchild, Stuart","656413","2023",27.1,9.8,".228","0.160","85.9","14.3",29.7,33.9,51.1,51,21.9,40,28.4
"Garrett, Stone","656448","2023",30.3,9.6,".269","0.188","91.1","17.3",48.4,32.6,52.8,33.1,27.4,31.8,29.3
"Joe, Connor","656582","2023",23.3,10.6,".247","0.174","88.9","16.7",41.8,23.6,39.5,37.2,24,35.5,25.3
"McKinstry, Zach","656716","2023",21.8,8.5,".231","0.120","87.2","17.8",33.5,20.5,47.3,30.6,28.9,35.7,34
"Mullins II, Cedric","656775","2023",22.2,9.5,".233","0.183","88.9","21.6",37.1,24.9,49.6,44.5,18.7,36.8,31.3
"O'Hearn, Ryan","656811","2023",22.3,4.1,".289","0.191","91.9","12",51.5,23.3,50.7,38.4,27.6,44,27.6
"Rivera, Emmanuel","656896","2023",19.8,7.8,".261","0.097","90.7","11.2",46.3,26.7,46.7,32.2,27.8,43.4,24.9
"Schwarber, Kyle","656941","2023",29.9,17.5,".197","0.277","92.4","19",48.8,31.5,37.7,52.5,14.7,34.6,33.8
"Thomas, Lane","657041","2023",25.8,5.3,".268","0.200","88.5","10.8",40.7,23,43.6,47.7,19,43.4,23.5
"Verdugo, Alex","657077","2023",15.4,7.5,".264","0.157","89.2","8.8",37.6,15.6,40.9,34.9,25.5,44.8,23.1
"Wong, Connor","657136","2023",33.3,5.5,".235","0.150","89.1","15.5",37.8,32.3,52.8,42.7,23.7,43.6,25.3
"DeJong, Paul","657557","2023",30.3,5.3,".207","0.148","85.5","16.8",33.2,35.4,53.2,43.9,30,39.9,28.1
"Laureano, Ramón","657656","2023",28.2,8.2,".224","0.147","88.2","12.9",35.9,29,46.8,42.3,26.2,46,25.4
"Sheets, Gavin","657757","2023",19.2,8.1,".203","0.128","88.1","16.9",32.5,21.7,47.4,47.4,20.9,37.8,26.1
"Olivares, Edward","658668","2023",16.6,5.7,".263","0.189","87.3","12.2",37.7,22.9,50.7,42.1,25.7,42.8,24.7
"Moncada, Yoán","660162","2023",30,5.6,".260","0.165","89.4","12.3",39,30.7,46.8,44.3,20.6,41.7,23.7
"Ohtani, Shohei","660271","2023",23.9,15.2,".304","0.350","94.4","13.2",54.2,32.3,48.2,37,25.2,42.6,30.3
"Acuña Jr., Ronald","660670","2023",11.4,10.9,".337","0.259","94.7","7.4",55.2,18.7,46.2,37,23,48.8,22.4
"Ruiz, Keibert","660688","2023",10.3,5.5,".260","0.149","87.4","15.3",31.9,14.3,51.1,45.2,18.6,38.8,24.6
"Montero, Elehuris","660707","2023",36.2,4.9,".243","0.183","88.3","9.9",44.3,39.3,53,39.8,25,44.9,23.3
"Sánchez, Jesús","660821","2023",26.6,9.5,".253","0.197","90.4","5.6",46.3,30.1,48.9,32.9,33.3,49.8,18
"Contreras, William","661388","2023",20.6,10.3,".289","0.168","91.3","4.7",48.7,28,43.2,32.6,27.8,55.4,20.4
"Varsho, Daulton","662139","2023",23.2,7.7,".220","0.169","87.8","20.5",36.1,24.7,50.1,48,21.5,35.9,31.1
"Nootbaar, Lars","663457","2023",19.7,14.3,".261","0.157","89.1","7.2",37.8,18.5,35.5,32,25.1,50.5,23
"Hoerner, Nico","663538","2023",12.1,7.1,".283","0.100","86.6","10.5",33.4,12.5,45.6,30.6,28.8,47.2,20.3
"Riley, Austin","663586","2023",24.1,8.3,".281","0.235","92.3","13.5",49.2,27.8,48.2,38.7,23.4,41.1,28.6
"Madrigal, Nick","663611","2023",8.2,3.4,".263","0.089","86.2","3.7",27.5,9.4,45,29.9,25.9,56.2,16.7
"Mountcastle, Ryan","663624","2023",22.8,7.9,".270","0.182","91.4","12",44.9,28.3,54.7,31.3,29.4,44,26.3
"Hayes, Ke'Bryan","663647","2023",19.8,5.3,".271","0.182","92.2","13.2",48.3,21.2,45.6,27,31.3,42,26.2
"Tucker, Kyle","663656","2023",13.6,11.9,".284","0.233","90.2","14.8",45.9,18.5,47,44.1,23.2,38.6,32.7
"India, Jonathan","663697","2023",20.6,9.8,".244","0.163","89.5","15.2",38.6,22,38.6,41.5,27.3,39.5,29.3
"Raleigh, Cal","663728","2023",27.8,9.5,".232","0.224","89.5","20.3",41,29.9,49.7,50.8,19.9,31.7,35.1
"Fortes, Nick","663743","2023",18.3,5.3,".204","0.095","88.2","13.9",35,17.1,45.5,40.8,22.5,46.3,25
"Grisham, Trent","663757","2023",27.7,13.5,".198","0.154","90.3","18.3",40,28.3,41.6,43.8,22.5,38.1,28.1
"Vierling, Matt","663837","2023",21.1,8.3,".261","0.127","89.1","9.1",42.8,19.4,44.3,32,33.6,49.1,20.3
"Stephenson, Tyler","663886","2023",26.1,9.1,".243","0.135","89.4","8.9",43.5,28.4,42.5,36.6,27.8,48.9,23.3
"Lowe, Nathaniel","663993","2023",22.8,12.8,".262","0.152","89.8","7.2",41.6,20.6,43.8,28.4,29.7,48.2,20.2
"Happ, Ian","664023","2023",22.1,14.3,".248","0.183","89.9","13",39,25.3,44.4,37.2,26.1,41.8,25.6
"France, Ty","664034","2023",17.6,6.5,".250","0.116","87.5","13.7",38.6,21.9,53.2,39.7,21.7,41.8,23.1
"Lowe, Brandon","664040","2023",27.3,11.5,".231","0.212","91.4","16",47.5,32,51.6,47.1,14.9,41.4,30.7
"Bader, Harrison","664056","2023",17.2,4.9,".232","0.116","85.9","17.8",31.7,24.6,48.5,38.5,24.2,37,30.9
"Straw, Myles","664702","2023",18.7,8.1,".238","0.059","86.3","9.4",23.3,14.1,44,23.9,35.8,48.5,20.7
"Isbel, Kyle","664728","2023",18.8,5.4,".240","0.140","89.4","14.6",39.8,20.8,46.9,36.9,23.7,42.4,26.3
"Bohm, Alec","664761","2023",15.4,6.9,".274","0.163","89.4","11.1",41.7,18.1,49.8,28.3,29.6,42.6,23.8
"Wade Jr., LaMonte","664774","2023",18.3,14.6,".256","0.161","88.4","17.4",39.8,20.8,39.5,43,26.3,39.5,28.7
"Brown, Seth","664913","2023",26.7,7.9,".222","0.183","90.5","16.4",46.5,31.3,50.3,42.9,21.6,37.1,34.7
"McCarthy, Jake","664983","2023",19.9,8.3,".243","0.083","85.3","7.5",23.7,22.6,51.1,40.2,29.7,54.3,19.2
"Maton, Nick","665155","2023",24.9,13,".173","0.132","86.1","18.2",31.5,31.2,45.1,37.4,25.7,36.3,40.8
"Peña, Jeremy","665161","2023",20.3,6.8,".263","0.118","88","5.5",35.8,28.4,53.2,41.8,22.7,54.4,18.9
"Tatis Jr., Fernando","665487","2023",22.2,8.3,".257","0.192","91.9","11",49.3,30.5,54.1,39.5,17.8,47.7,25.1
"Guerrero Jr., Vladimir","665489","2023",14.7,9.8,".264","0.180","92.1","10.5",49.2,23,50.6,38.3,21.7,45.3,21.7
"Soto, Juan","665742","2023",18.2,18.6,".275","0.244","93.2","6.7",55.3,20.5,35.8,35.5,21.3,51.9,25.2
"Taveras, Leody","665750","2023",21.1,6.3,".266","0.155","90.1","10.2",43.1,24.2,49.4,28.7,29.2,45.9,22.7
"Cabrera, Oswaldo","665828","2023",21.8,7.6,".211","0.088","87.8","13.4",32.5,23.5,50.5,35.9,28.1,48.5,26.4
"Chisholm Jr., Jazz","665862","2023",30.8,6.8,".250","0.207","90.3","10.7",41.8,36.2,44.9,41.4,22.8,50.2,27.8
"Ruiz, Esteury","665923","2023",19.9,4,".254","0.091","82.7","9.9",20,25.3,51.9,38,28.2,50.7,20.3
